                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.87282,                 1.7193,                 1.8868,                 1.1883,                0.36525,                0.27311,                0.02729,                0.01663,                0.36247,                0.21376,                0.02415,                0.01208,                 1.1663,                 3.8353,                 13.091,                 1.5988,             0.00047316,             0.00047316,             0.00047316
                      2,                0.99292,                 1.7586,                 1.5091,                 1.2493,                0.73198,                0.22811,                 0.2719,                0.20147,                0.72201,                0.21865,                0.25342,                0.17796,                0.96835,                 1.8975,                 3.1036,                 1.3771,             0.00094427,             0.00094427,             0.00094427
                      3,                0.98323,                 1.7064,                 1.3905,                 1.2405,                0.70787,                0.30565,                 0.3405,                0.24943,                0.62838,                0.35747,                0.32357,                0.21309,                0.85184,                 1.5187,                 1.3221,                   1.24,              0.0014101,              0.0014101,              0.0014101
                      4,                0.93754,                 1.6491,                  1.444,                 1.2324,                0.68198,                0.32168,                0.32375,                 0.2518,                0.68023,                0.30771,                0.30531,                0.22145,                0.74401,                  1.356,                 1.3028,                 1.1721,              0.0014054,              0.0014054,              0.0014054
                      5,                0.85771,                 1.4111,                 1.1805,                 1.1679,                0.66644,                0.27627,                0.29529,                0.21683,                0.66622,                0.27469,                0.28596,                0.19779,                0.88225,                 1.6076,                 1.6865,                 1.2849,              0.0014054,              0.0014054,              0.0014054
                      6,                0.81679,                 1.3458,                 1.1078,                 1.1321,                0.67148,                0.36522,                0.35944,                0.28021,                0.66494,                0.35734,                0.33523,                0.23647,                0.67179,                 1.2492,                 1.1678,                 1.1038,              0.0013976,              0.0013976,              0.0013976
                      7,                0.75889,                 1.2613,                 1.0714,                 1.1122,                0.70296,                0.35779,                0.35211,                0.28453,                0.70044,                0.35542,                0.34125,                0.25113,                0.72816,                 1.2797,                 1.2851,                 1.1447,              0.0013897,              0.0013897,              0.0013897
                      8,                 0.7401,                 1.2427,                 1.0035,                 1.0956,                0.69923,                0.42885,                 0.4196,                0.33741,                0.69395,                0.42176,                0.40633,                0.29913,                0.70761,                 1.2181,                0.96581,                 1.1202,              0.0013818,              0.0013818,              0.0013818
                      9,                0.71905,                 1.1298,                0.93842,                 1.0801,                0.73953,                0.43251,                0.43085,                0.35477,                  0.739,                0.44259,                 0.4284,                0.32392,                0.63469,                 1.1347,                0.96911,                  1.081,               0.001374,               0.001374,               0.001374
                     10,                 0.7155,                 1.1449,                0.95035,                 1.0848,                0.78244,                0.43473,                 0.4636,                0.36779,                0.77631,                0.42764,                0.45032,                  0.344,                0.61517,                 1.0942,                0.99881,                 1.0862,              0.0013661,              0.0013661,              0.0013661
                     11,                0.65838,                  1.045,                0.88146,                 1.0456,                0.39899,                0.41763,                0.44951,                0.38059,                0.42368,                0.42032,                0.45514,                0.34609,                0.60304,                 1.0168,                 0.8743,                 1.0726,              0.0013583,              0.0013583,              0.0013583
                     12,                0.65692,                 1.0291,                0.85085,                 1.0523,                0.40665,                0.38595,                0.41734,                0.34299,                0.39957,                0.39052,                0.40495,                0.31109,                 0.5953,                0.95475,                0.94899,                 1.0668,              0.0013504,              0.0013504,              0.0013504
                     13,                0.62908,                0.99005,                0.79991,                 1.0359,                0.72065,                0.40516,                 0.3999,                0.31875,                0.71872,                0.40279,                 0.3888,                0.28678,                0.63825,                 1.3329,                 1.1465,                 1.1189,              0.0013425,              0.0013425,              0.0013425
                     14,                0.61222,                0.99036,                0.79107,                 1.0207,                0.79646,                0.39329,                0.42669,                0.34551,                0.80568,                0.39587,                0.43073,                0.32128,                0.61335,                 1.0392,                0.94945,                 1.0985,              0.0013347,              0.0013347,              0.0013347
                     15,                0.61109,                 0.9387,                  0.773,                 1.0263,                0.79828,                0.43761,                0.45295,                0.36814,                0.79788,                0.43666,                0.44878,                0.33374,                 0.5793,                 0.9948,                 0.8501,                 1.0592,              0.0013268,              0.0013268,              0.0013268
                     16,                0.59599,                0.91445,                0.78003,                 1.0144,                0.78051,                 0.4197,                0.44974,                 0.3714,                0.77594,                0.41207,                0.43651,                0.34369,                0.60411,                  1.023,                 0.9049,                 1.0862,               0.001319,               0.001319,               0.001319
                     17,                0.57442,                0.89024,                 0.7134,                 1.0051,                0.39492,                0.39947,                0.44119,                0.36594,                0.39322,                 0.3971,                0.43488,                0.32917,                0.58292,                0.99186,                0.92952,                 1.0722,              0.0013111,              0.0013111,              0.0013111
                     18,                0.57423,                0.85501,                0.69854,                      1,                0.46133,                0.40701,                0.44391,                0.37246,                0.45494,                 0.4007,                 0.4291,                0.32938,                 0.5521,                 1.0799,                0.92124,                 1.0295,              0.0013032,              0.0013032,              0.0013032
                     19,                0.56209,                0.85212,                0.67797,                0.99451,                0.46543,                 0.4228,                0.47477,                0.37366,                0.45935,                0.41999,                0.46579,                0.34748,                0.57083,                0.97925,                0.95162,                 1.0582,              0.0012954,              0.0012954,              0.0012954
                     20,                 0.5543,                0.80975,                0.66334,                0.99121,                 0.4573,                 0.4478,                0.47576,                 0.4003,                0.80708,                0.43372,                0.47436,                0.37082,                0.56992,                0.92156,                0.87741,                 1.0531,              0.0012875,              0.0012875,              0.0012875
                     21,                0.56162,                0.83303,                0.67301,                0.99631,                0.40249,                0.46328,                0.48806,                0.40852,                0.40654,                0.44802,                 0.4815,                0.37345,                0.57508,                0.91017,                0.77905,                 1.0581,              0.0012797,              0.0012797,              0.0012797
                     22,                0.54334,                0.83678,                0.64286,                0.98379,                0.79126,                0.40169,                0.45734,                0.37666,                 0.7878,                0.39932,                0.44382,                0.34469,                0.54968,                 1.0635,                0.84418,                 1.0677,              0.0012718,              0.0012718,              0.0012718
                     23,                0.53368,                0.79382,                0.62501,                0.98051,                0.74037,                0.40568,                0.41755,                0.34601,                0.73856,                0.40332,                0.40892,                0.30481,                0.57914,                 1.1239,                0.93934,                 1.0638,               0.001264,               0.001264,               0.001264
                     24,                0.54209,                0.77332,                0.62888,                0.98278,                0.84003,                 0.4548,                0.50132,                0.42775,                0.83745,                0.45165,                 0.4914,                0.38584,                0.53426,                0.95691,                0.78205,                 1.0321,              0.0012561,              0.0012561,              0.0012561
                     25,                0.52345,                0.76936,                0.60764,                0.96501,                0.73674,                0.44934,                0.44032,                 0.3795,                0.73361,                0.44619,                0.43521,                0.34552,                0.53748,                0.93997,                0.86402,                 1.0541,              0.0012482,              0.0012482,              0.0012482
                     26,                0.52616,                0.76873,                0.59703,                0.96953,                0.52885,                0.48483,                0.46119,                0.39294,                0.52405,                0.47932,                0.45465,                0.35865,                0.53384,                0.98495,                0.86085,                 1.0401,              0.0012404,              0.0012404,              0.0012404
                     27,                0.52166,                0.76687,                0.58895,                0.96957,                0.56276,                 0.4602,                0.48018,                0.41302,                0.55902,                0.45626,                0.47222,                0.37399,                0.52315,                0.99254,                0.84774,                 1.0205,              0.0012325,              0.0012325,              0.0012325
                     28,                0.51401,                0.74997,                0.59218,                0.96378,                0.53108,                0.43969,                0.49264,                0.41206,                0.53108,                0.43969,                0.49182,                0.39005,                0.55256,                0.96818,                0.82745,                 1.0676,              0.0012247,              0.0012247,              0.0012247
                     29,                 0.5058,                0.75353,                0.58834,                 0.9719,                0.48162,                0.57088,                0.52497,                0.42731,                0.54382,                0.55088,                0.50484,                0.39473,                0.53093,                 1.0727,                0.80946,                 1.0382,              0.0012168,              0.0012168,              0.0012168
                     30,                0.50903,                0.74875,                 0.5758,                  0.962,                0.55214,                0.62626,                0.58053,                0.44894,                0.50371,                0.56987,                0.50614,                0.40888,                0.51782,                0.97392,                0.71355,                 1.0335,              0.0012089,              0.0012089,              0.0012089
                     31,                 0.5019,                0.70383,                0.55706,                0.95843,                0.50694,                0.46071,                0.44297,                0.38751,                0.50378,                0.45756,                0.43946,                0.36056,                0.52852,                0.96862,                0.88651,                 1.0597,              0.0012011,              0.0012011,              0.0012011
                     32,                0.49297,                0.67965,                0.53474,                0.95318,                0.60611,                0.47619,                0.50787,                 0.4353,                0.61499,                0.48078,                 0.5124,                0.40402,                0.49861,                0.88084,                0.74063,                 1.0165,              0.0011932,              0.0011932,              0.0011932
                     33,                0.49046,                0.67605,                0.53467,                0.95345,                0.41698,                 0.5065,                0.47332,                0.40999,                0.41563,                0.50493,                0.46956,                0.37708,                0.52268,                 0.9529,                0.86813,                 1.0484,              0.0011854,              0.0011854,              0.0011854
                     34,                 0.4808,                0.69017,                0.53037,                0.96079,                0.61707,                0.47753,                0.51878,                0.45174,                0.62358,                0.48064,                0.51742,                0.41481,                0.48854,                0.93343,                0.73861,                   1.02,              0.0011775,              0.0011775,              0.0011775
                     35,                0.48042,                0.68263,                0.51741,                0.94071,                0.52608,                0.54416,                 0.4879,                0.40918,                0.53188,                0.54796,                0.48969,                0.37811,                 0.5028,                0.86001,                0.77397,                   1.03,              0.0011696,              0.0011696,              0.0011696
                     36,                0.48382,                0.67213,                0.52183,                0.94726,                0.55269,                0.45343,                0.51072,                0.45178,                0.55107,                0.45086,                0.50371,                0.41012,                0.48795,                0.89226,                0.74984,                 1.0029,              0.0011618,              0.0011618,              0.0011618
                     37,                 0.4745,                0.66141,                0.50611,                0.94205,                0.78174,                0.46692,                0.46521,                 0.4063,                 0.7795,                0.46455,                 0.4618,                0.38292,                0.52049,                 0.9176,                0.79278,                 1.0458,              0.0011539,              0.0011539,              0.0011539
                     38,                0.46916,                0.68788,                 0.5018,                0.94162,                 0.4654,                0.43853,                0.47028,                0.40959,                0.46134,                0.43499,                0.46497,                0.37239,                0.49003,                0.91815,                0.83343,                 1.0134,              0.0011461,              0.0011461,              0.0011461
                     39,                0.46474,                0.67445,                0.50437,                0.94283,                0.59243,                0.48551,                0.49764,                0.43642,                0.59092,                0.48393,                0.49711,                0.39604,                0.55865,                0.95401,                0.85567,                 1.0795,              0.0011382,              0.0011382,              0.0011382
                     40,                0.45364,                0.63392,                0.48625,                0.93095,                0.45954,                 0.4776,                0.50156,                0.43301,                0.44892,                0.46671,                0.48575,                0.39099,                0.52365,                0.97981,                0.76132,                 1.0783,              0.0011303,              0.0011303,              0.0011303
                     41,                0.46092,                 0.6509,                0.46605,                0.93433,                0.64556,                0.62602,                0.60501,                0.48542,                 0.6414,                 0.6213,                0.59172,                0.46147,                0.52166,                  1.095,                0.83823,                 1.0636,              0.0011225,              0.0011225,              0.0011225
                     42,                0.46759,                 0.6665,                0.49426,                0.94349,                0.60305,                0.62248,                0.57267,                 0.4584,                0.60158,                0.62091,                0.56787,                0.42504,                 0.5068,                0.89447,                0.70715,                 1.0391,              0.0011146,              0.0011146,              0.0011146
                     43,                0.45041,                 0.6235,                0.46317,                0.93011,                0.62805,                0.52983,                0.55371,                0.49582,                0.62294,                0.52668,                0.54747,                0.45206,                0.47546,                0.87902,                0.77678,                0.99729,              0.0011068,              0.0011068,              0.0011068
                     44,                0.45664,                0.64661,                0.47912,                  0.932,                0.77893,                0.53962,                0.56913,                0.48533,                0.77561,                0.53137,                0.55336,                0.45158,                0.51576,                0.94132,                 0.6853,                 1.0616,              0.0010989,              0.0010989,              0.0010989
                     45,                0.44309,                 0.6148,                0.46303,                0.92742,                0.55906,                0.47382,                0.51124,                0.44586,                0.55506,                0.46988,                0.50155,                 0.4046,                0.51321,                0.99563,                0.78207,                 1.0777,               0.001091,               0.001091,               0.001091
                     46,                0.44255,                0.59438,                 0.4589,                0.92881,                0.55612,                0.58546,                0.55219,                0.48876,                0.55622,                0.58459,                0.54894,                0.45992,                0.47568,                0.86179,                0.74053,                 1.0151,              0.0010832,              0.0010832,              0.0010832
                     47,                0.44276,                0.60884,                0.45032,                0.92645,                0.60911,                0.62769,                0.56125,                0.45561,                0.60785,                0.62598,                 0.5582,                0.43915,                0.47498,                0.86386,                0.71429,                 1.0258,              0.0010753,              0.0010753,              0.0010753
                     48,                0.43696,                0.59398,                0.45267,                0.92992,                0.65268,                0.45663,                0.56741,                0.49407,                0.64775,                0.45426,                0.56353,                0.46407,                0.49466,                 0.9366,                0.74383,                 1.0316,              0.0010675,              0.0010675,              0.0010675
                     49,                0.43102,                0.58814,                0.43742,                0.91984,                0.48398,                 0.4897,                0.49762,                0.43529,                0.48323,                0.48892,                0.49765,                0.40412,                0.48448,                0.93502,                0.69762,                 1.0522,              0.0010596,              0.0010596,              0.0010596
                     50,                0.42937,                0.57707,                0.43244,                0.92236,                0.78559,                0.49537,                0.53418,                0.46768,                0.78376,                0.49379,                 0.5309,                0.43536,                0.48443,                0.84274,                0.93538,                 1.0285,              0.0010517,              0.0010517,              0.0010517
                     51,                0.43705,                 0.5752,                0.43461,                0.92488,                 0.5003,                0.48641,                0.47855,                0.42455,                0.49781,                0.48405,                0.47353,                0.39843,                0.47645,                0.93441,                0.85178,                 1.0126,              0.0010439,              0.0010439,              0.0010439
                     52,                 0.4344,                0.60105,                0.42909,                0.92633,                0.55873,                0.58925,                0.54479,                0.47957,                0.55491,                0.58531,                0.53838,                0.44228,                0.47155,                 1.1279,                0.81072,                 1.0128,               0.001036,               0.001036,               0.001036
                     53,                0.43167,                 0.5782,                0.42694,                0.92343,                0.60367,                0.62707,                0.61626,                0.53814,                 0.7911,                0.48654,                0.58685,                 0.5031,                0.47623,                 0.9456,                0.72385,                 1.0272,              0.0010282,              0.0010282,              0.0010282
                     54,                 0.4329,                0.58251,                0.43681,                0.92024,                0.55088,                  0.626,                0.50752,                0.44509,                0.54842,                0.62363,                0.50239,                0.41598,                0.46628,                0.84759,                0.80624,                 1.0186,              0.0010203,              0.0010203,              0.0010203
                     55,                0.42351,                0.58084,                0.41419,                0.91821,                0.72615,                0.53037,                0.62704,                0.52929,                0.72312,                0.52722,                0.61807,                0.50098,                0.50059,                0.92083,                0.67107,                 1.0477,              0.0010124,              0.0010124,              0.0010124
                     56,                0.42423,                0.56005,                0.41854,                0.91426,                0.51355,                0.54774,                0.53609,                0.48103,                0.51118,                0.54498,                0.53106,                 0.4505,                 0.4839,                0.95785,                0.81349,                 1.0338,              0.0010046,              0.0010046,              0.0010046
                     57,                0.43158,                0.56939,                0.41193,                0.92591,                 0.6005,                0.59868,                0.59295,                0.51318,                0.60236,                0.59396,                0.58563,                 0.4798,                0.48339,                 1.0598,                 0.7277,                 1.0319,             0.00099673,             0.00099673,             0.00099673
                     58,                0.41285,                0.56206,                0.40323,                0.90974,                0.64124,                0.75535,                0.67841,                0.56067,                0.63891,                0.75299,                0.67344,                0.52831,                 0.4473,                0.87139,                0.64065,                  1.002,             0.00098887,             0.00098887,             0.00098887
                     59,                0.41395,                0.54829,                0.39664,                0.91227,                0.71024,                 0.6113,                0.66844,                0.54427,                 0.7062,                0.60736,                0.66565,                0.52143,                0.48384,                 0.9234,                0.67429,                 1.0426,             0.00098101,             0.00098101,             0.00098101
                     60,                0.41074,                0.54559,                0.40135,                0.90808,                0.56182,                0.67045,                0.54854,                0.44865,                0.56021,                0.66887,                0.54042,                0.41559,                0.49533,                 1.2311,                 0.8345,                 1.0639,             0.00097315,             0.00097315,             0.00097315
                     61,                 0.4155,                 0.5637,                0.40277,                0.90797,                0.67578,                0.60396,                0.62265,                 0.5099,                0.67019,                0.60239,                0.61771,                0.48631,                0.48175,                0.97965,                0.71121,                 1.0454,             0.00096529,             0.00096529,             0.00096529
                     62,                0.40968,                0.53917,                0.38946,                0.90738,                0.57783,                0.53811,                0.57428,                0.50455,                0.57783,                0.53811,                0.57014,                0.47561,                0.49225,                0.88718,                0.67654,                 1.0461,             0.00095743,             0.00095743,             0.00095743
                     63,                0.40851,                0.54303,                0.38269,                0.90552,                0.46644,                0.62394,                0.55718,                0.45204,                0.46859,                0.62769,                0.55537,                0.43341,                0.48933,                0.98761,                0.74416,                 1.0525,             0.00094957,             0.00094957,             0.00094957
                     64,                0.40878,                0.55836,                0.39181,                 0.9086,                0.75174,                0.68849,                0.67913,                0.57386,                0.75918,                0.69355,                0.67857,                0.55174,                0.50884,                 1.0343,                0.71614,                 1.0836,             0.00094171,             0.00094171,             0.00094171
                     65,                0.40676,                0.54981,                0.38586,                0.90887,                0.76022,                0.55395,                0.63062,                0.53344,                0.75929,                0.55316,                0.62816,                0.50138,                 0.4871,                  1.002,                0.78048,                 1.0419,             0.00093385,             0.00093385,             0.00093385
                     66,                0.39528,                0.53045,                0.37939,                0.90419,                0.81879,                0.53853,                0.65256,                0.53802,                0.81709,                0.53696,                0.64146,                0.50658,                0.47233,                 1.0535,                0.66471,                  1.039,             0.00092599,             0.00092599,             0.00092599
                     67,                0.40851,                0.51983,                0.39131,                 0.9064,                0.72552,                0.60637,                0.65433,                0.54646,                 0.7251,                0.60287,                 0.6514,                0.53229,                0.46554,                0.86703,                0.73411,                 1.0118,             0.00091813,             0.00091813,             0.00091813
                     68,                0.39272,                0.51844,                0.35609,                0.89946,                0.70812,                0.60948,                0.61041,                0.52266,                0.70812,                0.60948,                0.60684,                0.49232,                0.47354,                0.95339,                0.68968,                 1.0318,             0.00091027,             0.00091027,             0.00091027
                     69,                0.38942,                0.52937,                0.36573,                0.89822,                0.61504,                 0.6256,                0.58205,                0.51884,                0.61322,                0.62403,                0.57806,                0.49162,                 0.4834,                0.92139,                0.81441,                 1.0401,             0.00090241,             0.00090241,             0.00090241
                     70,                0.38572,                0.53079,                0.36237,                0.89864,                0.55373,                0.63639,                0.58281,                0.50032,                0.55556,                0.63712,                0.58096,                0.47183,                0.46743,                0.91234,                0.79933,                 1.0128,             0.00089455,             0.00089455,             0.00089455
                     71,                0.38736,                0.52055,                 0.3608,                0.89764,                0.54888,                0.69932,                0.63619,                 0.5571,                0.54678,                0.69695,                0.63059,                0.51363,                0.48093,                0.93523,                 0.6887,                 1.0382,             0.00088669,             0.00088669,             0.00088669
                     72,                0.39164,                0.50692,                0.36199,                0.89792,                0.71989,                0.55297,                0.60964,                 0.5385,                0.71763,                0.55291,                0.60232,                 0.5089,                0.49647,                 1.1172,                0.73474,                 1.0738,             0.00087884,             0.00087884,             0.00087884
                     73,                0.38935,                0.51888,                0.35494,                0.89609,                0.69168,                0.63411,                  0.599,                0.53973,                0.69093,                0.63314,                 0.5913,                0.50918,                0.44672,                0.91355,                0.78172,                0.99974,             0.00087098,             0.00087098,             0.00087098
                     74,                0.39071,                0.50822,                 0.3571,                0.89433,                0.76061,                0.53312,                0.58391,                0.51464,                0.76695,                0.53234,                0.57185,                0.49155,                0.47781,                0.98348,                0.65437,                  1.054,             0.00086312,             0.00086312,             0.00086312
                     75,                 0.3798,                0.50072,                0.33901,                0.89127,                0.54132,                0.61537,                0.53252,                 0.4662,                0.54134,                0.61518,                0.53046,                 0.4454,                0.47547,                0.92757,                0.69035,                 1.0428,             0.00085526,             0.00085526,             0.00085526
                     76,                0.39355,                0.49684,                 0.3492,                0.89411,                0.68012,                0.68011,                0.63875,                0.52212,                0.67161,                 0.6708,                0.61868,                0.49114,                0.45855,                 1.0423,                 0.6015,                  1.036,              0.0008474,              0.0008474,              0.0008474
                     77,                0.38213,                0.48659,                  0.352,                0.89618,                0.64103,                0.60873,                0.58056,                0.50066,                0.63773,                0.60558,                0.57337,                0.47822,                0.46852,                 1.0529,                0.72576,                 1.0319,             0.00083954,             0.00083954,             0.00083954
                     78,                0.37161,                0.51025,                0.35882,                0.89066,                0.54776,                0.59006,                0.55039,                0.47174,                0.55166,                0.59307,                0.54992,                0.44631,                0.47903,                 1.0129,                0.80243,                 1.0281,             0.00083168,             0.00083168,             0.00083168
                     79,                0.37194,                0.50206,                0.35168,                0.89632,                0.72644,                0.62771,                0.61386,                0.52142,                0.72391,                0.62535,                0.60626,                0.49321,                0.47227,                0.96553,                0.59293,                 1.0405,             0.00082382,             0.00082382,             0.00082382
                     80,                0.37631,                0.49925,                0.34421,                0.89416,                0.60186,                0.62987,                0.56082,                0.48028,                0.60552,                0.63367,                0.56086,                 0.4543,                0.48632,                0.99503,                0.69398,                 1.0701,             0.00081596,             0.00081596,             0.00081596
                     81,                0.37573,                0.47404,                 0.3451,                0.89551,                0.63682,                0.59575,                0.60025,                0.48747,                0.64143,                0.60239,                0.59784,                0.46944,                0.47534,                0.94401,                 0.7597,                 1.0421,              0.0008081,              0.0008081,              0.0008081
                     82,                 0.3702,                0.47033,                0.33043,                0.88832,                0.76225,                0.53561,                0.59363,                0.53711,                0.75713,                0.53179,                0.58871,                0.50295,                0.47284,                0.96918,                 0.7898,                 1.0393,             0.00080024,             0.00080024,             0.00080024
                     83,                0.36867,                0.47836,                0.32735,                0.89167,                 0.7243,                0.65668,                0.66195,                 0.5461,                 0.7243,                0.65668,                0.65864,                0.51977,                0.47957,                  1.028,                0.63165,                 1.0567,             0.00079238,             0.00079238,             0.00079238
                     84,                0.36225,                0.48287,                0.32365,                0.88398,                0.84798,                  0.592,                0.66486,                0.57059,                0.85684,                0.59738,                0.67091,                0.55134,                0.46981,                0.94147,                0.66413,                 1.0562,             0.00078452,             0.00078452,             0.00078452
                     85,                0.36746,                0.48127,                0.32568,                0.89078,                0.80058,                0.64024,                0.71349,                0.61114,                0.80876,                0.64483,                0.72448,                0.57712,                0.47786,                 1.0081,                0.71168,                  1.055,             0.00077666,             0.00077666,             0.00077666
                     86,                0.35975,                0.47155,                0.32438,                0.88218,                0.72078,                0.61231,                0.65207,                0.55575,                0.71913,                0.61074,                  0.648,                0.52902,                0.45934,                 1.1712,                0.70046,                 1.0478,              0.0007688,              0.0007688,              0.0007688
                     87,                0.37108,                0.49337,                0.33432,                0.88828,                0.73631,                0.52186,                0.55749,                0.49477,                0.73027,                0.52475,                0.55483,                0.46582,                0.44182,                 1.0027,                0.76656,                 1.0146,             0.00076094,             0.00076094,             0.00076094
                     88,                0.37125,                0.47529,                0.32544,                 0.8903,                0.60866,                0.65843,                0.61832,                0.54526,                0.60715,                0.65775,                0.61525,                0.52322,                0.45659,                 1.0291,                0.66014,                 1.0237,             0.00075308,             0.00075308,             0.00075308
                     89,                0.36976,                 0.4859,                0.32277,                0.89066,                0.63881,                 0.6244,                0.58478,                0.51705,                0.64362,                0.62804,                0.58476,                0.48745,                0.48124,                 1.1601,                0.71329,                 1.0623,             0.00074522,             0.00074522,             0.00074522
                     90,                0.36776,                0.47235,                 0.3305,                0.88656,                0.59615,                0.61931,                 0.5866,                0.50618,                0.59375,                0.61694,                0.58315,                0.47748,                0.44944,                0.93739,                0.64632,                 1.0245,             0.00073736,             0.00073736,             0.00073736
                     91,                0.35521,                0.44632,                0.30628,                0.87918,                0.68978,                0.52195,                0.58312,                 0.5286,                0.69587,                0.52575,                0.58308,                0.51347,                 0.4747,                 1.0234,                0.70325,                 1.0584,              0.0007295,              0.0007295,              0.0007295
                     92,                0.35738,                0.46154,                0.31987,                0.88556,                0.67523,                0.64319,                0.60806,                0.54393,                0.68259,                0.64778,                0.60376,                0.51119,                0.44934,                0.99544,                0.69364,                 1.0238,             0.00072164,             0.00072164,             0.00072164
                     93,                0.35489,                0.45364,                0.31265,                0.88161,                0.65891,                0.59488,                0.58996,                0.50815,                0.66298,                0.59687,                0.59581,                0.48583,                0.49483,                 1.0529,                0.74566,                 1.0606,             0.00071379,             0.00071379,             0.00071379
                     94,                0.36067,                0.46653,                0.31395,                0.88548,                0.67828,                0.64177,                0.62677,                0.53105,                0.70084,                0.61754,                0.61833,                0.50826,                 0.4943,                 1.0284,                0.67147,                 1.0846,             0.00070593,             0.00070593,             0.00070593
